,wheat,corn,dairy,beef,chicken,rice,apple,potatoes,broccoli,carrots,target
5843,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,none
5844,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,none
5845,4.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,none
5846,1.0,4.0,5.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,none
5847,4.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,none
5848,4.0,4.0,1.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,none
5849,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,none
5850,2.0,2.0,1.0,5.0,4.0,4.0,5.0,1.0,4.0,2.0,none
5851,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,none
5852,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,none
5853,4.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,none
5854,4.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,none
5855,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,none
5856,5.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,none
5857,4.0,5.0,4.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0,none
5858,1.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,none
5859,4.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,chicken
5860,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,none
5861,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,none
5862,4.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,none
5863,1.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,none
5864,4.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,none
5865,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,none
5866,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,none
5867,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,none
5868,2.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,none
5869,4.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,5.0,none
5870,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,none
5871,1.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,none
5872,3.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,none
5873,5.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,none
5874,4.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,5.0,none
5875,4.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,none
5876,4.0,2.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,2.0,none
5877,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,none
5878,4.0,3.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,1.0,none
5879,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,none
5880,4.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,none
5881,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,none
5882,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,none
5883,2.0,4.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,none
5884,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,5.0,none
5885,2.0,5.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,none
5886,3.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,none
5887,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,none
5888,4.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,none
5889,5.0,4.0,4.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,none
5890,1.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,none
5891,1.0,3.0,5.0,2.0,1.0,5.0,4.0,2.0,5.0,3.0,none
5892,1.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,4.0,none
5893,4.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,none
5894,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,none
5895,4.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,none
5896,1.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,5.0,4.0,none
5897,2.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,none
5898,2.0,4.0,1.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,none
5899,2.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,1.0,3.0,wheat
5900,4.0,4.0,5.0,1.0,3.0,2.0,1.0,4.0,4.0,5.0,none
5901,4.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,none
5902,2.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,none
5903,1.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,none
5904,1.0,3.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,none
5905,4.0,1.0,1.0,4.0,5.0,2.0,5.0,1.0,1.0,2.0,none
5906,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,none
5907,4.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,none
5908,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,none
5909,4.0,1.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,none
5910,4.0,1.0,4.0,3.0,4.0,5.0,1.0,5.0,4.0,4.0,none
5911,1.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,none
5912,5.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,none
5913,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,none
5914,1.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,none
5915,4.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,none
5916,1.0,1.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,none
5917,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,none
5918,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,5.0,4.0,none
5919,1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,none
5920,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,none
5921,4.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,none
5922,5.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,none
5923,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,none
5924,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,none
5925,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,none
5926,1.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,none
5927,1.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,none
5928,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,none
5929,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,none
5930,4.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,none
5931,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,4.0,none
5932,3.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,none
5933,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,none
5934,5.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,4.0,4.0,none
5935,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,none
5936,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,none
5937,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,none
5938,4.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,none
5939,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,none
5940,4.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,none
5941,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,none
5942,2.0,5.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,none
5943,1.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,5.0,none
5944,3.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,1.0,none
5945,4.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,none
5946,5.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,none
5947,1.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,none
5948,5.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,4.0,none
5949,4.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,none
5950,4.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,none
5951,1.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,2.0,none
5952,4.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,none
5953,4.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,none
5954,4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,none
5955,4.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,5.0,1.0,none
5956,5.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,1.0,none
5957,1.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,wheat
5958,4.0,4.0,4.0,3.0,1.0,5.0,1.0,4.0,4.0,1.0,none
5959,1.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,none
5960,1.0,3.0,5.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,none
5961,4.0,2.0,5.0,5.0,4.0,1.0,2.0,3.0,2.0,4.0,none
5962,2.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,none
5963,1.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,none
5964,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,none
5965,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,5.0,none
5966,4.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,none
5967,1.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,5.0,none
5968,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,none
5969,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,none
5970,4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,none
5971,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,none
5972,1.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,none
5973,1.0,4.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,1.0,none
5974,4.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,none
5975,1.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,none
5976,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,none
5977,5.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0,4.0,none
5978,2.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,1.0,none
5979,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,none
5980,4.0,3.0,1.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,none
5981,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,none
5982,4.0,5.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,none
5983,2.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,none
5984,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,broccoli
5985,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,none
5986,5.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,none
5987,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,none
5988,4.0,1.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,none
5989,4.0,2.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,1.0,none
5990,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,none
5991,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,none
5992,2.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,none
5993,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,none
5994,4.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,none
5995,2.0,3.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,none
5996,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,none
5997,3.0,4.0,3.0,5.0,4.0,1.0,5.0,4.0,5.0,3.0,none
5998,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,none
5999,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,none
6000,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,none
6001,2.0,1.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,none
6002,3.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,none
6003,3.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,3.0,4.0,none
6004,4.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,none
6005,1.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,none
6006,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,none
6007,4.0,5.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,dairy
6008,5.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,none
6009,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,none
6010,4.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,none
6011,5.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,none
6012,4.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,4.0,1.0,none
6013,3.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,none
6014,1.0,1.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,none
6015,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,none
6016,1.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,none
6017,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,none
6018,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,none
6019,4.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,3.0,1.0,none
6020,4.0,5.0,3.0,3.0,5.0,1.0,2.0,5.0,2.0,4.0,none
6021,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,none
6022,2.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,none
6023,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,none
6024,4.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,none
6025,1.0,5.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,4.0,none
6026,5.0,5.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,none
6027,2.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,none
6028,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,none
6029,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,none
6030,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,none
6031,1.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,none
6032,2.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,none
6033,5.0,1.0,4.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,none
6034,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,none
6035,3.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,4.0,none
6036,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,none
6037,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,none
6038,4.0,4.0,5.0,1.0,4.0,3.0,2.0,5.0,4.0,4.0,none
6039,4.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,none
6040,3.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,none
6041,4.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,none
6042,5.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,none
6043,4.0,1.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,3.0,none
6044,4.0,3.0,4.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,none
6045,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,none
6046,3.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,none
6047,2.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,none
6048,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,none
6049,4.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,none
6050,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,none
6051,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,none
6052,5.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,2.0,1.0,none
6053,2.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,4.0,1.0,none
6054,4.0,5.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,none
6055,2.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,carrots
6056,2.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,1.0,none
6057,2.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,none
6058,2.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,none
6059,2.0,4.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,none
6060,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,none
6061,2.0,4.0,3.0,4.0,3.0,1.0,5.0,4.0,3.0,3.0,none
6062,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,none
6063,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,none
6064,4.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,none
6065,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,none
6066,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,none
6067,5.0,4.0,2.0,2.0,5.0,5.0,1.0,3.0,4.0,5.0,none
6068,4.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,4.0,none
6069,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,none
6070,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,none
6071,1.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,none
6072,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,none
6073,3.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,none
6074,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,none
6075,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,none
6076,1.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,none
6077,4.0,1.0,5.0,4.0,1.0,4.0,4.0,1.0,5.0,1.0,none
6078,5.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,none
6079,3.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,2.0,none
6080,5.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,none
6081,4.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,4.0,none
6082,4.0,5.0,1.0,5.0,3.0,2.0,4.0,3.0,5.0,1.0,none
6083,4.0,1.0,5.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,none
6084,5.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,none
6085,5.0,5.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,3.0,none
6086,3.0,4.0,1.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,none
6087,3.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,none
6088,4.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,dairy
6089,4.0,4.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,none
6090,4.0,4.0,5.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,none
6091,5.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,none
6092,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,none
6093,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,none
6094,1.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,5.0,3.0,none
6095,2.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,none
6096,2.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,none
6097,1.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,none
6098,4.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,2.0,5.0,none
6099,4.0,3.0,1.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,none
6100,5.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,none
6101,3.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,1.0,2.0,none
6102,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,none
6103,4.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,none
6104,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,none
6105,4.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,none
6106,4.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,none
6107,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,none
6108,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,rice
6109,4.0,3.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,none
6110,1.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,none
6111,5.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,none
6112,2.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,none
6113,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,none
6114,4.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,none
6115,2.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0,2.0,none
6116,5.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,none
6117,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,none
6118,5.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,none
6119,4.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,none
6120,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,none
6121,4.0,3.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,none
6122,3.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,none
6123,4.0,5.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,5.0,none
6124,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,3.0,none
6125,4.0,1.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,none
6126,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,none
6127,2.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0,none
6128,2.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,none
6129,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,none
6130,2.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,none
6131,2.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,none
6132,2.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,none
6133,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,none
6134,4.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,none
6135,2.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,5.0,1.0,potatoes
6136,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,none
6137,3.0,1.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,none
6138,4.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,none
6139,4.0,4.0,3.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,none
6140,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,none
6141,4.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,none
6142,4.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,none
6143,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,none
6144,4.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,none
6145,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,none
6146,2.0,1.0,4.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,none
6147,2.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,none
6148,4.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,none
6149,5.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,4.0,none
6150,1.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,5.0,none
6151,2.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,dairy
